timestamp,address,rssi,manufacturer_id,raw_mdata,service_data
2025-05-02T13:42:34.375393,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-80,0x01CE,5801027d000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:36.743711,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-87,0x01CE,58010094000000cd085155544d535f504943533030303100,{}
2025-05-02T13:42:37.052312,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-94,0x01CE,58010297000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:40.042262,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-89,0x01CE,580100b4000000cd085155544d535f504943533030303100,{}
2025-05-02T13:42:40.651586,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,580101ba000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:42:44.256389,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580102dd000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:44.567882,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580100e0000000cd085155544d535f504943533030303100,{}
2025-05-02T13:42:50.233970,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010217000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:50.859516,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,5801021d000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:53.538494,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-85,0x01CE,58010237000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:42:54.456345,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,58010040000000cd085155544d535f504943533030303100,{}
2025-05-02T13:42:57.443654,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,5801025d000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:43:00.748582,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-89,0x01CE,5801027d000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:43:01.052678,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-80,0x01CE,58010080000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:01.356339,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,58010283000000cd0851f3f1ffffffff0000000000000000,{}
2025-05-02T13:43:04.656167,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,580102a3000000cd0851f2f1ffffffff0000000000000000,{}
2025-05-02T13:43:04.963166,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580101a6000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:04.963508,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-90,0x01CE,580101a6000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:08.155664,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,580102c5000000cd0851f2f1ffffffff0000000000000000,{}
2025-05-02T13:43:08.465498,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,580100c8000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:11.456858,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-85,0x01CE,580102e5000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:11.764805,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-89,0x01CE,580100e8000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:15.064846,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,58010008000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:18.050769,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,58010225000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:18.970855,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,5801012e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:18.971554,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-89,0x01CE,5801012e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:21.345288,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010245000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:21.962683,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-81,0x01CE,5801024b000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:22.580790,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,58010251000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:25.568411,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-80,0x01CE,5801016e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:28.552599,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801028b000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:43:28.858742,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801018e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:31.540394,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-87,0x01CE,580100a8000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:31.851804,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-81,0x01CE,580102ab000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:31.853237,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,580102ab000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:34.832953,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-79,0x01CE,580100c8000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:35.147570,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580102cb000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:38.133725,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-98,0x01CE,580100e8000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:38.445413,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,580102eb000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:41.424725,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010008000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:45.033036,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,5801022b000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:45.348023,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801012e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:45.654520,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010231000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:48.637872,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-81,0x01CE,5801014e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:48.950265,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-85,0x01CE,58010251000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:48.953396,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,58010251000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:51.933522,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801016e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:52.552082,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010074000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:52.858399,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-82,0x01CE,58010277000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:55.228043,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801018e000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:43:55.539612,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-90,0x01CE,58010291000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:55.852934,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,58010094000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:56.156992,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010297000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:58.838724,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-81,0x01CE,580102b1000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:43:59.144118,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,580100b4000000cd085155544d535f504943533030303100,{}
2025-05-02T13:43:59.453094,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,580102b7000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:44:02.134661,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-80,0x01CE,580102d1000000cd0851f1f3ffffffff0000000000000000,{}
2025-05-02T13:44:02.440628,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-81,0x01CE,580100d4000000cd085155544d535f504943533030303100,{}
2025-05-02T13:44:06.052202,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-87,0x01CE,580102f7000000cd0851f1f2ffffffff0000000000000000,{}
2025-05-02T13:44:06.359747,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580101fa000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:44:09.961459,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-82,0x01CE,5801021d000000cd0851f1f2ffffffff0000000000000000,{}
2025-05-02T13:44:12.328344,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,58010034000000cd085155544d535f504943533030303100,{}
2025-05-02T13:44:12.950765,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-85,0x01CE,5801013a000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:44:15.939723,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-90,0x01CE,58010257000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:16.556028,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,5801025d000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:19.227292,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,58010277000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:22.221760,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-80,0x01CE,58010094000000cd085155544d535f504943533030303100,{}
2025-05-02T13:44:22.842607,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-90,0x01CE,5801019a000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:44:23.141144,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-84,0x01CE,5801029d000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:26.129190,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-82,0x01CE,580101ba000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:44:27.059735,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-83,0x01CE,580102c3000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:29.124789,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,580102d7000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:29.425016,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580101da000000cd08510220ddfa0853cab11e0400000001,{}
2025-05-02T13:44:30.358773,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-88,0x01CE,580102e3000000cd0851f1f1ffffffff0000000000000000,{}
2025-05-02T13:44:32.730431,E185E99A-DE53-82B8-3094-87C22F3A3CEF,-86,0x01CE,580101fa000000cd08510220ddfa0853cab11e0400000001,{}
